country,party_family,id,created_at,updated_at,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,foundation_date,dissolution_date,data_source,description,comment,data_json,country_id,family_id
DEU,soc,558,2024-08-15 07:29:42.672000,2024-08-15 07:29:42.674000,SPD,Social Democratic Party of Germany,Sozialdemokratische Partei Deutschlands,Sozialdemokratische Partei Deutschlands,,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Germany,1863-05-23,,,,,{},54,11
DEU,spec,2850,2024-08-15 07:29:46.995000,2024-08-15 07:29:46.996000,SSW,South Schleswig Voter League,Südschleswigscher Wählerverband,Suedschleswigscher Waehlerverband,,https://en.wikipedia.org/wiki/South_Schleswig_Voters%27_Association,1948-06-30,,,New party formed on 30 June 1948.,,{},54,16
DEU,spec,301,2024-08-15 07:29:42.108000,2024-08-15 07:29:42.110000,Tier,Animal Protection Party,Tierschutzpartei,Tierschutzpartei,,http://en.wikipedia.org/wiki/Human_Environment_Animal_Welfare,1993-02-13,,,New party formed on 13 Februar 1993.,,"{""name_full"": {""name_short"": ""Tier"", ""name_english"": ""Human Environment Animal Welfare"", ""name"": ""Mensch Umwelt Tierschutz""}}",54,16
DEU,com,2690,2024-08-15 07:29:46.577000,2024-08-15 07:29:46.578000,USPD,Independent Social Democratic Party of Germany,Unabhängige Sozialdemokratische Partei Deutschlands,Unabhaengige Sozialdemokratische Partei Deutschlands,,https://en.wikipedia.org/wiki/Independent_Social_Democratic_Party_of_Germany,1917-04-06,,,,,{},54,14
DEU,spec,2710,2024-08-15 07:29:46.637000,2024-08-15 07:29:46.638000,VRP,Reich Party for Civil Rights and Deflation,Reichspartei für Volksrecht und Aufwertung,Reichspartei fuer Volksrecht und Aufwertung,,https://en.wikipedia.org/wiki/Reich_Party_for_Civil_Rights_and_Deflation,1927-02-20,,,New party formed on 20 February 1927 with the aim of representing the interests of inflation victims.,,{},54,16
DEU,com,796,2024-08-15 07:29:43.047000,2024-08-15 07:29:43.049000,WASG,Labour and Social Justice -- The Electoral Alternative,Arbeit & soziale Gerechtigkeit – Die Wahlalternative,Arbeit & soziale Gerechtigkeit -- Die Wahlalternative,,http://en.wikipedia.org/wiki/Labour_and_Social_Justice_%E2%80%93_The_Electoral_Alternative,2005-01-22,2007-06-16,ddp,"Labour and Social Justice – The Electoral Alternative (WASG) was formed on 22 January 2005 by former Social Democrats (SPD) and union members.
WASG candidates won seats on PDS lists in the 2005 election and formed a joint parliamentary group.",Inclusion rule: winning 2 seats in an election as a member of an electoral alliance,{},54,14
DEU,right,1420,2024-08-15 07:29:44.105000,2024-08-15 07:29:44.107000,WAV,Economic Reconstruction League,Wirtschaftliche Aufbauvereinigung,Wirtschaftliche Aufbauvereinigung,,http://en.wikipedia.org/wiki/Economic_Reconstruction_Union,1945-07-01,1953-07-01,,New party formed on 25 March 1946.,,{},54,40
DEU,con,2698,2024-08-15 07:29:46.599000,2024-08-15 07:29:46.600000,WP,Economic Party,Wirtschaftspartei,Wirtschaftspartei,,https://en.wikipedia.org/wiki/Reich_Party_of_the_German_Middle_Class,1920-07-01,,,New party formed in 1920.,,{},54,26
DEU,spec,2821,2024-08-15 07:29:46.952000,2024-08-15 07:29:46.954000,dieBasis,Grassroots Democratic Party of Germany,Basisdemokratische Partei Deutschland,Basisdemokratische Partei Deutschland,,https://en.wikipedia.org/wiki/Grassroots_Democratic_Party_of_Germany,2020-07-04,,,New party formed on 4 July 2020.,Conspiracy theories are the core of the political program. Founded as political protest against COVID-19 measures and part of the „Querdenker“-Movement.,{},54,16
DEU,none,2034,2024-08-15 07:29:44.961000,2024-08-15 07:29:44.963000,no-seat,no seat,no seat,no seat,,,,,,Largest party that won no seats in an election and less than one percent vote share.,Only coded if there are no other observations for the party. Party name included in 'description' of election result.,{},54,12
DEU,none,610,2024-08-15 07:29:42.742000,2024-08-15 07:29:42.743000,none,no party affiliation,parteilos,parteilos,,,,,,,,{},54,12
DEU,none,2289,2024-08-15 07:29:45.610000,2024-08-15 07:29:45.612000,one-seat,one seat,one seat,one seat,,,,,,Parties that won one seat in a single election and less than one percent vote share.,Only coded if there are no other observations for the parties. Party names included in 'description' of election result.,{},54,12
DNK,eco,2567,2024-08-15 07:29:46.244000,2024-08-15 07:29:46.247000,A,The Alternative,Alternativet,Alternativet,,https://en.wikipedia.org/wiki/The_Alternative_%28Denmark%29,,,,,,{},21,19
DNK,right,2888,2024-08-15 07:29:47.101000,2024-08-15 07:29:47.102000,AE,Denmark Democrats,Danmarksdemokraterne,Danmarksdemokraterne,,https://en.wikipedia.org/wiki/Denmark_Democrats,2022-06-22,,,"Party formed on 22 June 2022 as a split from Venstre (V) by former minister of immigration, housing and gender equality Inger Støjberg after her impeachment from Venstre.",,"{""name_full"": {""name_short"": ""DD"", ""name_english"": ""Denmark Democrats -- Inger St\u00f8jberg"", ""name"": ""Danmarksdemokraterne \u2013 Inger St\u00f8jberg""}}",21,40
DNK,lib,2575,2024-08-15 07:29:46.271000,2024-08-15 07:29:46.272000,At,Solidarity (Greenland),Atassut,Atassut,,https://en.wikipedia.org/wiki/Atassut,1976-07-01,,,New party formed in 1976.,,{},21,6
DNK,agr,2428,2024-08-15 07:29:46.005000,2024-08-15 07:29:46.006000,Bo,Farmers' Party ,Bondepartiet,Bondepartiet,,http://en.wikipedia.org/wiki/Farmers%27_Party_%28Denmark%29,1923-07-01,,,New party formed in 1923. ,,{},21,2
DNK,con,1324,2024-08-15 07:29:43.951000,2024-08-15 07:29:43.953000,CD,Centre Democrats,Centrumdemokraterne,Centrumdemokraterne,,http://en.wikipedia.org/wiki/CentrumDemokraterne,1976-11-07,2008-02-01,,"Party formed by Social Democrats (Sd) MP Erhard Jakobsen in 1973 to ""eliminate 'leftist domination' in government"" (NYT 1973-12-05).
Party was dissolved on 1 February 2008.",European People's Party (EP group) used for party family classification.,{},21,26
DNK,right,1418,2024-08-15 07:29:44.099000,2024-08-15 07:29:44.100000,DF,Danish People's Party,Dansk Folkeparti,Dansk Folkeparti,,http://en.wikipedia.org/wiki/Dansk_Folkeparti,1995-10-06,,reuters,,,{},21,40
DNK,com,1239,2024-08-15 07:29:43.793000,2024-08-15 07:29:43.795000,DKP,Communist Party of Denmark,Danmarks Kommunistiske Parti,Danmarks Kommunistiske Parti,,http://en.wikipedia.org/wiki/Danmarks_Kommunistiske_Parti,,,,,,"{""banned"": ""1941-06-22""}",21,14
DNK,right,2432,2024-08-15 07:29:46.017000,2024-08-15 07:29:46.019000,DNSAP,National Socialist Workers' Party of Denmark,Danmarks Nationalsocialistiske Arbejderparti,Danmarks Nationalsocialistiske Arbejderparti,,http://en.wikipedia.org/wiki/National_Socialist_Workers%27_Party_of_Denmark,1930-11-16,,,New party formed on 16 November 1930. ,,{},21,40
DNK,right,412,2024-08-15 07:29:42.345000,2024-08-15 07:29:42.347000,DS,Danish Union,Dansk Samling,Dansk Samling,,http://en.wikipedia.org/wiki/Danish_Unity,1936-07-01,,,New party formed in 1936. ,,{},21,40
DNK,lib,538,2024-08-15 07:29:42.628000,2024-08-15 07:29:42.630000,DU,Independents Party,De Uafhængige,De Uafhaengige,,http://en.wikipedia.org/wiki/Independent_Party_%28Denmark%29,1953-07-01,,,,,{},21,6
DNK,lib,2429,2024-08-15 07:29:46.008000,2024-08-15 07:29:46.009000,EP,Industry Party ,Erhvervspartiet,Erhvervspartiet,,http://en.wikipedia.org/wiki/Industry_Party,1917-07-01,,,New party formed in 1917. ,,{},21,6
DNK,com,306,2024-08-15 07:29:42.117000,2024-08-15 07:29:42.119000,En-O,Red-Green Alliance,Enhedslisten – De Rød-Grønne,Enhedslisten -- De Rod-Gronne,,http://en.wikipedia.org/wiki/Red-Green_Alliance_%28Denmark%29,,,,,,"{""predecessor"": {""name_english"": ""Socialist Workers Party"", ""name"": ""Socialistisk Arbejderparti""}}",21,14
DNK,con,2574,2024-08-15 07:29:46.268000,2024-08-15 07:29:46.269000,FF,People's Party (Faroe Islands),Hin føroyski fólkaflokkurin – radikalt sjálvstýri,Hin foroyski folkaflokkurin -- radikalt sjalvstyri,,https://en.wikipedia.org/wiki/People's_Party_%28Faroe_Islands%29,1939-07-01,,,New party formed in 1939. ,,{},21,26
DNK,com,367,2024-08-15 07:29:42.232000,2024-08-15 07:29:42.234000,FK,Common Course,Fælles Kurs,Faelles Kurs,,http://da.wikipedia.org/wiki/F%C3%A6lles_Kurs,1986-04-19,,,Party formed by factions of the Communist Party of Denmark (DKP) in the early 1980s and founded on 19 April 1986.,Coded as new party because it competed with DKP in elections over the 1980s.,{},21,14
DNK,spec,749,2024-08-15 07:29:42.960000,2024-08-15 07:29:42.962000,Fobe,People's Movement against the EU,Folkebevægelsen mod EU,Folkebevaegelsen mod EU,,http://en.wikipedia.org/wiki/People%27s_Movement_against_the_EU,1972-07-01,,,New party formed in 1972.,,{},21,16
DNK,lib,978,2024-08-15 07:29:43.332000,2024-08-15 07:29:43.333000,FrP,Progress Party,Fremskridtspartiet,Fremskridtspartiet,,http://en.wikipedia.org/wiki/Fremskridtspartiet,1972-08-22,,,New party formed on 22 August 1972.,,{},21,6
DNK,none,1634,2024-08-15 07:29:44.455000,2024-08-15 07:29:44.456000,GrFa,Greenland and Faroe Islands,Grønland og Færøerne,Gronland og Faeroerne,,,,,,,Including seats won by regional parties from the two autonomous islands until 2007.,{},21,12
DNK,eco,797,2024-08-15 07:29:43.050000,2024-08-15 07:29:43.052000,Gron,Greens,De Gronne,De Gronne,,http://en.wikipedia.org/wiki/De_Gr%C3%B8nne,,,,,,{},21,19
DNK,com,1891,2024-08-15 07:29:44.759000,2024-08-15 07:29:44.761000,IA,Community of the People,Inuit Ataqatigiit,Inuit Ataqatigiit,,http://en.wikipedia.org/wiki/Inuit_Ataqatigiit,1976-07-01,,,New party formed in 1976.,,{},21,14
DNK,soc,1894,2024-08-15 07:29:44.765000,2024-08-15 07:29:44.767000,Jf,Social Democratic Party (Faroe Islands),Javnaðarflokkurin,Javnadarflokkurin,,http://en.wikipedia.org/wiki/Javna%C3%B0arflokkurin,1925-09-25,,,New party formed on 25 September 1925. ,,{},21,11
DNK,spec,1450,2024-08-15 07:29:44.155000,2024-08-15 07:29:44.156000,JuBe,June Movement,JuniBevægelsen,JuniBevaegelsen,,http://en.wikipedia.org/wiki/June_Movement,1992-08-23,2009-09-05,,,,{},21,16
DNK,con,590,2024-08-15 07:29:42.717000,2024-08-15 07:29:42.719000,KF,Conservatives,Konservative,Konservative,,http://en.wikipedia.org/wiki/Konservative_Folkeparti,,,,,,{},21,26
DNK,chr,1331,2024-08-15 07:29:43.965000,2024-08-15 07:29:43.966000,KrF,Christian People's Party,Kristeligt Folkeparti,Kristeligt Folkeparti,,http://en.wikipedia.org/wiki/Kristeligt_Folkeparti,1970-04-17,,,New party formed on 17 April 1970. ,,{},21,3
DNK,lib,1478,2024-08-15 07:29:44.205000,2024-08-15 07:29:44.207000,LC,Liberal Centre,Liberalt Centrum,Liberalt Centrum,,http://da.wikipedia.org/wiki/Liberalt_Centrum,1965-09-10,,,,,{},21,6
DNK,lib,2887,2024-08-15 07:29:47.098000,2024-08-15 07:29:47.099000,M,Moderates,Moderaterne,Moderaterne,,https://en.wikipedia.org/wiki/Moderates_(Denmark),2022-06-05,,,Party formed on 5 June 2022 as split from Liberal Party (V) by former PM Lars Løkke Rasmussen.,,{},21,6
DNK,lib,2430,2024-08-15 07:29:46.011000,2024-08-15 07:29:46.013000,MV,Moderate Liberals ,Moderate Venstre,Moderate Venstre,,http://en.wikipedia.org/wiki/Moderate_Venstre_%28Denmark%29,,,,,,{},21,6
DNK,right,2781,2024-08-15 07:29:46.836000,2024-08-15 07:29:46.838000,NB,The New Right,Nye Borgerlige,Nye Borgerlige,,https://en.wikipedia.org/wiki/The_New_Right_(Denmark),2015-10-19,,,Party formed on 19 October 2015 as split from Conservatives (KF).,,{},21,40
DNK,lib,376,2024-08-15 07:29:42.257000,2024-08-15 07:29:42.259000,NLA,New-Liberal Alliance,Ny-Liberal Alliance,Ny-Liberal Alliance,,http://en.wikipedia.org/wiki/Liberal_Alliance_(Denmark),,,,,,{},21,6
DNK,con,2431,2024-08-15 07:29:46.014000,2024-08-15 07:29:46.016000,NS,National Cooperation ,National Samvirke,National Samvirke,,https://da.wikipedia.org/wiki/Nationalt_Samvirke,,,,,,{},21,26
DNK,lib,1606,2024-08-15 07:29:44.407000,2024-08-15 07:29:44.409000,RF,Justice Party,Retsforbund,Retsforbund,,http://en.wikipedia.org/wiki/Justice_Party_of_Denmark,1919-10-21,,,New party formed on 21 October 1919.,,{},21,6
DNK,lib,211,2024-08-15 07:29:41.950000,2024-08-15 07:29:41.952000,RV,Danish Social Liberal Party,Det Radikale Venstre,Det Radikale Venstre,,http://en.wikipedia.org/wiki/Danish_Social_Liberal_Party,,,,Danish Social Liberal Party (RV) formed on 21 May 1905 as split from Liberal Party (V) over military expenditure and issues of redistribution.,,{},21,6
DNK,eco,1644,2024-08-15 07:29:44.467000,2024-08-15 07:29:44.469000,SF,Socialist Peoples Party,Socialistisk Folkeparti,Socialistisk Folkeparti,,http://en.wikipedia.org/wiki/Socialistisk_Folkeparti,1959-02-15,,,,,{},21,19
DNK,right,2782,2024-08-15 07:29:46.839000,2024-08-15 07:29:46.841000,SK,Hard Line,Stram Kurs,Stram Kurs,,https://en.wikipedia.org/wiki/Hard_Line_(political_party),2017-06-19,,,New party formed on 19 June 2017.,,{},21,40
DNK,spec,812,2024-08-15 07:29:43.079000,2024-08-15 07:29:43.080000,SP,Schleswig Party,Slesvigsk Parti,Slesvigsk Parti,,http://en.wikipedia.org/wiki/Schleswig_Party,1920-07-01,,,New party formed in 1920.,,{},21,16
DNK,con,1892,2024-08-15 07:29:44.762000,2024-08-15 07:29:44.764000,Sbf,Union Party (Faroe Islands),Sambandsflokkurin,Sambandsflokkurin,,http://en.wikipedia.org/wiki/Union_Party_%28Faroe_Islands%29,1906-07-01,,,New party formed in 1906.,,{},21,26
DNK,soc,1629,2024-08-15 07:29:44.445000,2024-08-15 07:29:44.447000,Sd,Social Democrats,Socialdemokraterne,Socialdemokraterne,,http://en.wikipedia.org/wiki/Social_Democrats_%28Denmark%29,1871-07-01,,,,,{},21,11
DNK,soc,74,2024-08-15 07:29:41.720000,2024-08-15 07:29:41.722000,Si,Forward (Greenland),Siumut,Siumut,,http://en.wikipedia.org/wiki/Siumut,1977-07-29,,,New party formed on 29 July 1977.,,{},21,11
DNK,com,2568,2024-08-15 07:29:46.248000,2024-08-15 07:29:46.250000,T,Republic (Faroe Islands),Tjóðveldi,Tjodveldi,,https://en.wikipedia.org/wiki/Republic_%28Faroe_Islands%29,1948-05-23,,,New party formed on 23 May 1948. ,,{},21,14
DNK,lib,1605,2024-08-15 07:29:44.405000,2024-08-15 07:29:44.406000,V,Liberal Party,Venstre,Venstre,,http://en.wikipedia.org/wiki/Venstre_%28Denmark%29,1870-07-01,,,,,{},21,6
DNK,com,189,2024-08-15 07:29:41.910000,2024-08-15 07:29:41.912000,VS,Left Socialists,Venstresocialisterne,Venstresocialisterne,,http://en.wikipedia.org/wiki/Left_Socialists,,,,,,{},21,14
DNK,none,2576,2024-08-15 07:29:46.274000,2024-08-15 07:29:46.275000,etc,others,others,others,,,,,,,,{},21,12
DNK,none,2058,2024-08-15 07:29:45.008000,2024-08-15 07:29:45.009000,no-seat,no seat,no seat,no seat,,,,,,Largest party that won no seats in an election and less than one percent vote share.,Only coded if there are no other observations for the party. Party name included in 'description' of election result.,{},21,12
DNK,none,1128,2024-08-15 07:29:43.598000,2024-08-15 07:29:43.599000,none,no party affiliation,ingen,ingen,,,,,,,,{},21,12
ESP,spec,411,2024-08-15 07:29:42.342000,2024-08-15 07:29:42.343000,AIC,Canary Islands Group,Agrupacion Independientes de Canarias,Agrupacion Independientes de Canarias,,http://es.wikipedia.org/wiki/Agrupaciones_Independientes_de_Canarias,1985-07-01,1993-07-01,,Party formed in 1985. ,,{},27,16
ESP,con,645,2024-08-15 07:29:42.803000,2024-08-15 07:29:42.804000,AP-P,People's Alliance-Party,Alianza-Partido Popular,Alianza-Partido Popular,,http://en.wikipedia.org/wiki/People%27s_Party_%28Spain%29,1976-10-09,,,,,{},27,26
ESP,spec,73,2024-08-15 07:29:41.717000,2024-08-15 07:29:41.718000,ARM,Ruiz-Mateos List,Agrupación Ruiz-Mateos,Agrupacion Ruiz-Mateos,,http://es.wikipedia.org/wiki/Agrupaci%C3%B3n_Ruiz-Mateos,1989-08-30,,,New party formed on 30 August 1989. ,"Van der Eijk and Franklin 1999, p. 469",{},27,16
ESP,spec,520,2024-08-15 07:29:42.590000,2024-08-15 07:29:42.592000,BNG,Galician Nationalist Bloc,Bloque Nacionalista Galego,Bloque Nacionalista Galego,,http://en.wikipedia.org/wiki/Galician_Nationalist_Bloc,1982-07-01,,,New party formed in 1982. ,,{},27,16
ESP,spec,385,2024-08-15 07:29:42.279000,2024-08-15 07:29:42.281000,Bai,Yes,Bai,Bai,,http://en.wikipedia.org/wiki/Nafarroa_Bai,2004-07-01,2015-07-01,,,,{},27,16
ESP,spec,2172,2024-08-15 07:29:45.276000,2024-08-15 07:29:45.277000,C-NE,European-Nationalist Coalition,Coalicion Nacionalista-Europea,Coalicion Nacionalista-Europea,,http://en.wikipedia.org/wiki/European_Coalition,1998-07-01,,,,,{},27,16
ESP,spec,1367,2024-08-15 07:29:44.023000,2024-08-15 07:29:44.025000,CA,Aragonese Council,Chunta Aragonesista,Chunta Aragonesista,,http://en.wikipedia.org/wiki/Aragonese_Council,1986-06-29,,,New party formed on 29 June 1986. ,,{},27,16
ESP,spec,234,2024-08-15 07:29:41.992000,2024-08-15 07:29:41.994000,CC,Canary Coalition,Coalición Canaria,Coalicion Canaria,,http://en.wikipedia.org/wiki/Canarian_Coalition,1993-07-01,,,,,{},27,16
ESP,con,2605,2024-08-15 07:29:46.356000,2024-08-15 07:29:46.358000,CDC|JxCat,Democratic Convergence | Together for Catalonia,Convergència Democràtica | Junts per Catalunya,Convergencia Democratica | Junts per Catalunya,,https://en.wikipedia.org/wiki/Democratic_Convergence_of_Catalonia,1974-11-17,,,New party formed on 17 November 1974.,,{},27,26
ESP,chr,637,2024-08-15 07:29:42.791000,2024-08-15 07:29:42.793000,CDS,Democratic and Social Centre,Centró Democrático y Social,Centro Democratico y Social,,http://en.wikipedia.org/wiki/Democratic_and_Social_Centre_(Spain),,,,,,{},27,3
ESP,spec,771,2024-08-15 07:29:43.004000,2024-08-15 07:29:43.005000,CEP,For the Europe of the Peoples,Coalición por la Europa de los Pueblos,Coalicion por la Europa de los Pueblos,,https://en.wikipedia.org/wiki/Coalition_for_the_Europe_of_the_Peoples,,,,,,{},27,16
ESP,com,2792,2024-08-15 07:29:46.869000,2024-08-15 07:29:46.870000,CUP,Popular Unity Candidacy,Candidatura d'Unitat Popular,Candidatura d'Unitat Popular,,https://en.wikipedia.org/wiki/Popular_Unity_Candidacy,2003-07-01,,,New party formed in 2003.,,{},27,14
ESP,eco,2325,2024-08-15 07:29:45.716000,2024-08-15 07:29:45.717000,CV,Confederation of the Greens,Confederación de los Verdes,Confederacion de los Verdes,,http://en.wikipedia.org/wiki/Confederation_of_the_Greens,1984-09-23,,,New party formed on 23 September 1984. ,,{},27,19
ESP,con,894,2024-08-15 07:29:43.187000,2024-08-15 07:29:43.189000,CiU,Convergence and Union,Convergència i Unió,Convergencia i Unio,,http://en.wikipedia.org/wiki/Convergence_and_Union,1978-09-01,2015-06-17,,,,{},27,26
ESP,lib,2375,2024-08-15 07:29:45.863000,2024-08-15 07:29:45.864000,Cs,Citizens -- Party of the Citizenry,Ciudadanos – Partido de la Ciudadanía,Ciudadanos -- Partido de la Ciudadania,,https://en.wikipedia.org/wiki/Citizens_(Spanish_political_party),2006-03-04,,,New party formed on 4 March 2006.,,{},27,6
ESP,com,2607,2024-08-15 07:29:46.363000,2024-08-15 07:29:46.364000,C|AV,Compromise | A la valenciana,Compromís | A la valenciana,Compromis | A la valenciana,,https://en.wikipedia.org/wiki/%C3%89s_el_moment,2015-07-01,,,Electoral alliance formed in 2015.,,{},27,14
ESP,spec,845,2024-08-15 07:29:43.117000,2024-08-15 07:29:43.119000,EA,Basque Solidarity,Eusko Alkartasuna,Eusko Alkartasuna,,http://en.wikipedia.org/wiki/Eusko_Alkartasuna,1986-09-04,,,,,{},27,16
ESP,com,2606,2024-08-15 07:29:46.359000,2024-08-15 07:29:46.361000,ECP,In Common We Can,En Comú Podem,En Comu Podem,,https://en.wikipedia.org/wiki/En_Com%C3%BA_Podem,2015-07-01,,,Electoral alliance formed in 2015.,,{},27,14
ESP,chr,2084,2024-08-15 07:29:45.071000,2024-08-15 07:29:45.073000,EDC,Electoral Coalition of Christian Democratic Team,Coalición Electoral Equipo de la Democracia Cristiana,Coalicion Electoral Equipo de la Democracia Cristiana,,http://es.wikipedia.org/wiki/Equipo_Dem%C3%B3crata_Cristiano_del_Estado_Espa%C3%B1ol,1973-03-01,,,,,{},27,3
ESP,com,1026,2024-08-15 07:29:43.427000,2024-08-15 07:29:43.428000,EE,Basque Left,Euzkadiko Ezkerra,Euzkadiko Ezkerra,,http://en.wikipedia.org/wiki/Euskadiko_Ezkerra,,,,,,{},27,14
ESP,spec,2603,2024-08-15 07:29:46.350000,2024-08-15 07:29:46.352000,EHB,Basque Country Unite,Euskal Herria Bildu,Euskal Herria Bildu,,https://en.wikipedia.org/wiki/EH_Bildu,,,,,,{},27,16
ESP,com,2604,2024-08-15 07:29:46.353000,2024-08-15 07:29:46.355000,EM|GCE,En Masse | Common Group of the Left,En Marea | Grupo Común da Esquerda,En Marea | Grupo Comun da Esquerda,,https://en.wikipedia.org/wiki/En_Marea,2015-07-01,,,Electoral alliance formed in 2015.,,{},27,14
ESP,eco,1657,2024-08-15 07:29:44.492000,2024-08-15 07:29:44.493000,EP-V,Europe of the People -- The Greens,Europa de los Pueblos – Verdes,Europa de los Pueblos -- Verdes,,http://en.wikipedia.org/wiki/Europe_of_the_Peoples%E2%80%93Greens,,,,,,{},27,19
ESP,spec,757,2024-08-15 07:29:42.979000,2024-08-15 07:29:42.981000,ERC,Republican Left of Catalonia,Esquerra Republicana de Catalunya,Esquerra Republicana de Catalunya,,http://en.wikipedia.org/wiki/Republican_Left_of_Catalonia,,,,,,{},27,16
ESP,eco,2804,2024-08-15 07:29:46.902000,2024-08-15 07:29:46.904000,Equo,Equo,Equo,Equo,,https://en.wikipedia.org/wiki/Equo,2011-06-04,,,,,{},27,19
ESP,spec,1317,2024-08-15 07:29:43.936000,2024-08-15 07:29:43.938000,HB,United People,Herri Batasuna,Herri Batasuna,,http://en.wikipedia.org/wiki/Batasuna,1978-04-01,,,New party formed on 1 April 1978. ,,{},27,16
ESP,eco,2330,2024-08-15 07:29:45.731000,2024-08-15 07:29:45.733000,ICV,Initiative for Catalonia Greens,Iniciativa per Catalunya Verds,Iniciativa per Catalunya Verds,,http://en.wikipedia.org/wiki/Initiative_for_Catalonia_Greens,1987-02-23,,,New party formed on 23 February 1987.,,{},27,19
ESP,spec,681,2024-08-15 07:29:42.882000,2024-08-15 07:29:42.884000,II-SP,Internationalist Initiative -- Solidarity between Peoples,Iniciativa Internacionalista – La Solidaridad entre los Pueblos,Iniciativa Internacionalista -- La Solidaridad entre los Pueblos,,http://en.wikipedia.org/wiki/Iniciativa_Internacionalista,,,,,,{},27,16
ESP,spec,121,2024-08-15 07:29:41.807000,2024-08-15 07:29:41.809000,IP,Left of the Peoples,Izquierda de los Pueblos,Izquierda de los Pueblos,,http://es.wikipedia.org/wiki/Izquierda_de_los_Pueblos_(1989),,,,,,{},27,16
ESP,eco,2301,2024-08-15 07:29:45.648000,2024-08-15 07:29:45.650000,LVE,Greens Ecologists,Los Verdes Ecologistas,Los Verdes Ecologistas,,https://en.wikipedia.org/wiki/The_Ecologist_Greens_(Spain),1986-05-14,1994-07-01,,New party formed on 14 May 1986.,,{},27,19
ESP,con,2723,2024-08-15 07:29:46.674000,2024-08-15 07:29:46.676000,NA+,Sum Navarre,Navarra Suma,Navarra Suma,,https://en.wikipedia.org/wiki/Navarra_Suma,2019-03-11,,mi,Electoral alliance formed on 11 March 2019.,,{},27,26
ESP,com,2376,2024-08-15 07:29:45.866000,2024-08-15 07:29:45.867000,P,We Can,Podemos,Podemos,,http://en.wikipedia.org/wiki/Podemos_%28Spanish_political_party%29,2014-01-16,,,New party formed on 16 January 2014.,,{},27,14
ESP,soc,370,2024-08-15 07:29:42.243000,2024-08-15 07:29:42.245000,PA,Andalusian Party,Partidu Andalucista,Partidu Andalucista,,http://en.wikipedia.org/wiki/Andalusian_Party,1965-07-01,,,New party formed in 1965. ,,{},27,11
ESP,spec,2381,2024-08-15 07:29:45.875000,2024-08-15 07:29:45.876000,PACMA,Animalist Party Against Mistreatment to Animals,Partido Animalista Contra el Maltrato Animal,Partido Animalista Contra el Maltrato Animal,,http://en.wikipedia.org/wiki/Animalist_Party_Against_Mistreatment_to_Animals,2003-02-24,,,New party formed on 24 February 2003.,,{},27,16
ESP,spec,1221,2024-08-15 07:29:43.771000,2024-08-15 07:29:43.773000,PAR,Aragonese Regionalist Party,Partido Aragonés Regionalista,Partido Aragones Regionalista,,http://en.wikipedia.org/wiki/Aragonese_Party,1978-07-01,,,,,{},27,16
ESP,com,118,2024-08-15 07:29:41.795000,2024-08-15 07:29:41.797000,PCE|IU,Communist Party | United Left,Partido Communista | Izquierda Unida,Partido Communista | Izquierda Unida,,http://en.wikipedia.org/wiki/United_Left_(Spain),1986-04-01,,,,,{},27,14
ESP,lib,1224,2024-08-15 07:29:43.775000,2024-08-15 07:29:43.776000,PDP,Popular Democratic Party,Partido Demócrata Popular,Partido Democrata Popular,,http://en.wikipedia.org/wiki/Democratic_Popular_Party_(Spain),1982-07-01,1989-07-01,,,,{},27,6
ESP,lib,424,2024-08-15 07:29:42.370000,2024-08-15 07:29:42.372000,PL,Liberal Party,Partido Liberal,Partido Liberal,,"http://en.wikipedia.org/wiki/Liberal_Party_%28Spain,_1976%E2%80%9389%29",1977-07-01,1989-07-01,,,,{},27,6
ESP,chr,1361,2024-08-15 07:29:44.010000,2024-08-15 07:29:44.012000,PNV,Basque Nationalist Party,Partido Nacionalista Vasco – Euzko Alderdi Jeltzalea,Partido Nacionalista Vasco -- Euzko Alderdi Jeltzalea,,http://en.wikipedia.org/wiki/Partido_Nacionalista_Vasco,1895-07-01,,,,,{},27,3
ESP,soc,902,2024-08-15 07:29:43.206000,2024-08-15 07:29:43.207000,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Español,Partido Socialista Obrero Espanol,,http://en.wikipedia.org/wiki/Spanish_Socialist_Workers_Party,1879-07-01,,,,,{},27,11
ESP,com,1790,2024-08-15 07:29:44.657000,2024-08-15 07:29:44.659000,PSP,People's Socialist Party,Partido Socialista Popular,Partido Socialista Popular,,http://en.wikipedia.org/wiki/Popular_Socialist_Party_%28Spain%29,,,,,,{},27,14
ESP,com,2227,2024-08-15 07:29:45.450000,2024-08-15 07:29:45.452000,PTE,Party of Labour of Spain,Partido del Trabajo de España,Partido del Trabajo de Espana,,http://en.wikipedia.org/wiki/Party_of_Labour_of_Spain,1967-07-01,1979-07-01,,Party formed in 1967. ,,"{""new_party"": false}",27,14
ESP,com,2028,2024-08-15 07:29:44.946000,2024-08-15 07:29:44.947000,PTE-UC,Workers' Party of Spain -- Communist Unity,Partido de los Trabajadores de España-Unidad Comunista,Partido de los Trabajadores de Espana -- Unidad Comunista,,http://en.wikipedia.org/wiki/Workers%27_Party_of_Spain_%E2%80%93_Communist_Unity,1985-10-09,,,Party formed on 9 October 1985.,,{},27,14
